id	name	namespace	CTAffiliated	BrainAffiliated	def
GO:0007613	memory	biological_process	F		The activities involved in the mental information processing system that receives (registers), modifies, stores, and retrieves informational stimuli. The main stages involved in the formation and retrieval of memory are encoding (processing of received information by acquisition), storage (building a permanent record of received information as a result of consolidation) and retrieval (calling back the stored information and use it in a suitable way to execute a given task). [GOC:curators, ISBN:0582227089]
GO:0007616	long-term memory	biological_process	F		The memory process that deals with the storage, retrieval and modification of information a long time (typically weeks, months or years) after receiving that information. This type of memory is typically dependent on gene transcription regulated by second messenger activation. [http://hebb.mit.edu/courses/9.03/lecture4.html, ISBN:0582227089]
GO:0007623	circadian rhythm	biological_process	F		Any biological process in an organism that recurs with a regularity of approximately 24 hours. [GOC:bf, GOC:go_curators]
GO:0007626	locomotory behavior	biological_process	F		The specific movement from place to place of an organism in response to external or internal stimuli. Locomotion of a whole organism in a manner dependent upon some combination of that organism's internal state and external conditions. [GOC:dph]
GO:0007628	adult walking behavior	biological_process	F		The behavior of an adult relating to the progression of that organism along the ground by the process of lifting and setting down each leg. [GOC:jid, GOC:pr, ISBN:0198606907]
GO:0007631	feeding behavior	biological_process	F		Behavior associated with the intake of food. [GOC:mah]
GO:0008015	blood circulation	biological_process	T		The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products. [GOC:mtg_heart, ISBN:0192800825]
GO:0008016	regulation of heart contraction	biological_process	T		Any process that modulates the frequency, rate or extent of heart contraction. Heart contraction is the process in which the heart decreases in volume in a characteristic way to propel blood through the body. [GOC:dph, GOC:go_curators, GOC:tb]
GO:0008053	mitochondrial fusion	biological_process	F		Merging of two or more mitochondria within a cell to form a single compartment. [PMID:11038192, PMID:12052774]
GO:0008089	anterograde axonal transport	biological_process	T	T	The directed movement of organelles or molecules along microtubules from the cell body toward the cell periphery in nerve cell axons. [ISBN:0815316194]
GO:0008104	protein localization	biological_process	F		Any process in which a protein is transported to, or maintained in, a specific location. [GOC:ai]
GO:0008154	actin polymerization or depolymerization	biological_process	F		Assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament. [GOC:mah]
GO:0008202	steroid metabolic process	biological_process	F		The chemical reactions and pathways involving steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus. [ISBN:0198547684]
GO:0008203	cholesterol metabolic process	biological_process	F		The chemical reactions and pathways involving cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones. It is a component of the plasma membrane lipid bilayer and of plasma lipoproteins and can be found in all animal tissues. [ISBN:0198506732]
GO:0008210	estrogen metabolic process	biological_process	F		The chemical reactions and pathways involving estrogens, C18 steroid hormones that can stimulate the development of female sexual characteristics. Also found in plants. [ISBN:0198506732]
GO:0008217	regulation of blood pressure	biological_process	T		Any process that modulates the force with which blood travels through the circulatory system. The process is controlled by a balance of processes that increase pressure and decrease pressure. [GOC:dph, GOC:mtg_cardio, ISBN:0721643949]
GO:0008219	cell death	biological_process	F		Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538). [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]
GO:0008277	regulation of G protein-coupled receptor signaling pathway	biological_process	F		Any process that modulates the frequency, rate or extent of G protein-coupled receptor signaling pathway. [GOC:go_curators]
GO:0008283	cell population proliferation	biological_process	F		The multiplication or reproduction of cells, resulting in the expansion of a cell population. [GOC:mah, GOC:mb]
GO:0008284	positive regulation of cell population proliferation	biological_process	F		Any process that activates or increases the rate or extent of cell proliferation. [GOC:go_curators]
GO:0008285	negative regulation of cell population proliferation	biological_process	F		Any process that stops, prevents or reduces the rate or extent of cell proliferation. [GOC:go_curators]
GO:0008286	insulin receptor signaling pathway	biological_process	T		The series of molecular signals generated as a consequence of the insulin receptor binding to insulin. [GOC:ceb]
GO:0008306	associative learning	biological_process	F		Learning by associating a stimulus (the cause) with a particular outcome (the effect). [ISBN:0582227089]
GO:0008333	endosome to lysosome transport	biological_process	F		The directed movement of substances from endosomes to lysosomes. [GOC:ai, ISBN:0716731363]
GO:0008340	determination of adult lifespan	biological_process	F		The pathways that regulate the duration of the adult phase of the life-cycle of an animal. [PMID:25561524, PMID:273723695, PMID:3424805]
GO:0008344	adult locomotory behavior	biological_process	F		Locomotory behavior in a fully developed and mature organism. [GOC:ai]
GO:0008360	regulation of cell shape	biological_process	F		Any process that modulates the surface configuration of a cell. [GOC:dph, GOC:go_curators, GOC:tb]
GO:0008361	regulation of cell size	biological_process	F		Any process that modulates the size of a cell. [GOC:go_curators]
GO:0008380	RNA splicing	biological_process	F		The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA. [GOC:krc, GOC:mah]
GO:0008542	visual learning	biological_process	F		Any process in an organism in which a change in behavior of an individual occurs in response to repeated exposure to a visual cue. [GOC:jid, ISBN:0582227089]
GO:0008543	fibroblast growth factor receptor signaling pathway	biological_process	T		The series of molecular signals generated as a consequence of a fibroblast growth factor receptor binding to one of its physiological ligands. [GOC:ceb]
GO:0008544	epidermis development	biological_process	T		The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species. [GOC:go_curators, UBERON:0001003]
GO:0008584	male gonad development	biological_process	T		The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure. [GOC:jid]
GO:0008589	regulation of smoothened signaling pathway	biological_process	F		Any process that modulates the frequency, rate or extent of smoothened signaling. [GOC:go_curators]
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	biological_process	F		The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with a ligand binding to a death domain receptor on the cell surface, and ends when the execution phase of apoptosis is triggered. [GOC:mah, GOC:mtg_apoptosis]
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	biological_process	F		The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the detection of DNA damage, and ends when the execution phase of apoptosis is triggered. [GOC:go_curators, GOC:mtg_apoptosis]
GO:0008643	carbohydrate transport	biological_process	F		The directed movement of carbohydrate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carbohydrates are a group of organic compounds based of the general formula Cx(H2O)y. [GOC:ai]
GO:0008654	phospholipid biosynthetic process	biological_process	F		The chemical reactions and pathways resulting in the formation of a phospholipid, a lipid containing phosphoric acid as a mono- or diester. [ISBN:0198506732]
GO:0009060	aerobic respiration	biological_process	F		The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which requires oxygen as the terminal electron acceptor. [GOC:das, GOC:jl, ISBN:0140513590]
GO:0009267	cellular response to starvation	biological_process	F		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of nourishment. [GOC:jl]
GO:0009306	protein secretion	biological_process	F		The controlled release of proteins from a cell. [GOC:ai]
GO:0009311	oligosaccharide metabolic process	biological_process	F		The chemical reactions and pathways involving oligosaccharides, molecules with between two and (about) 20 monosaccharide residues connected by glycosidic linkages. [ISBN:0198506732]
GO:0009312	oligosaccharide biosynthetic process	biological_process	F		The chemical reactions and pathways resulting in the formation of oligosaccharides, molecules with between two and (about) 20 monosaccharide residues connected by glycosidic linkages. [ISBN:0198506732]
GO:0009314	response to radiation	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation. [GOC:jl, Wikipedia:Electromagnetic_radiation]
GO:0009408	response to heat	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism. [GOC:lr]
GO:0009409	response to cold	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cold stimulus, a temperature stimulus below the optimal temperature for that organism. [GOC:lr]
GO:0009410	response to xenobiotic stimulus	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical. [GOC:jl, GOC:krc]
GO:0009411	response to UV	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers. [GOC:hb]
GO:0009566	fertilization	biological_process	F		The union of gametes of opposite sexes during the process of sexual reproduction to form a zygote. It involves the fusion of the gametic nuclei (karyogamy) and cytoplasm (plasmogamy). [GOC:tb, ISBN:0198506732]
GO:0009611	response to wounding	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism. [GOC:go_curators]
GO:0009612	response to mechanical stimulus	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus. [GOC:hb]
GO:0009615	response to virus	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus. [GOC:hb]
GO:0009617	response to bacterium	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium. [GOC:hb]
GO:0009636	response to toxic substance	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus. [GOC:lr]
GO:0009653	anatomical structure morphogenesis	biological_process	F		The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form. [GOC:go_curators, ISBN:0521436125]
GO:0009725	response to hormone	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus. [GOC:jl]
GO:0009749	response to glucose	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucose stimulus. [GOC:jl]
GO:0009755	hormone-mediated signaling pathway	biological_process	F		The series of molecular signals mediated by the detection of a hormone. [GOC:sm]
GO:0009791	post-embryonic development	biological_process	T		The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development. [GOC:go_curators]
GO:0009792	embryo development ending in birth or egg hatching	biological_process	T		The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell. [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]
GO:0009880	embryonic pattern specification	biological_process	T	T	The process that results in the patterns of cell differentiation that will arise in an embryo. [GOC:go_curators, ISBN:0521436125]
GO:0009887	animal organ morphogenesis	biological_process	F		Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions. [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]
GO:0009952	anterior/posterior pattern specification	biological_process	T	T	The regionalization process in which specific areas of cell differentiation are determined along the anterior-posterior axis. The anterior-posterior axis is defined by a line that runs from the head or mouth of an organism to the tail or opposite end of the organism. [GOC:dph, GOC:go_curators, GOC:isa_complete, GOC:tb]
GO:0009953	dorsal/ventral pattern formation	biological_process	T	T	The regionalization process in which the areas along the dorsal/ventral axis are established that will lead to differences in cell differentiation. The dorsal/ventral axis is defined by a line that runs orthogonal to both the anterior/posterior and left/right axes. The dorsal end is defined by the upper or back side of an organism. The ventral end is defined by the lower or front side of an organism. [GOC:dph, GOC:go_curators, GOC:isa_complete, GOC:tb]
GO:0009954	proximal/distal pattern formation	biological_process	T	T	The regionalization process in which specific areas of cell differentiation are determined along a proximal/distal axis. The proximal/distal axis is defined by a line that runs from main body (proximal end) of an organism outward (distal end). [GOC:dph, GOC:go_curators, GOC:isa_complete]
GO:0009966	regulation of signal transduction	biological_process	F		Any process that modulates the frequency, rate or extent of signal transduction. [GOC:sm]
GO:0009968	negative regulation of signal transduction	biological_process	F		Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction. [GOC:sm]
GO:0010033	response to organic substance	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus. [GOC:sm, PMID:23356676]
GO:0010043	response to zinc ion	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a zinc ion stimulus. [GOC:sm]
GO:0010212	response to ionizing radiation	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays. [PMID:12509526]
GO:0010259	obsolete multicellular organism aging	biological_process	F		OBSOLETE. An aging process that has as participant a whole multicellular organism. Multicellular organism aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Multicellular organisms aging includes processes like cellular senescence and organ senescence, but is more inclusive. May precede death (GO:0016265) of an organism and may succeed developmental maturation (GO:0021700). [GOC:PO_curators]
GO:0010332	response to gamma radiation	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum. [GOC:tair_curators]
GO:0010460	positive regulation of heart rate	biological_process	T		Any process that activates or increases the frequency or rate of heart contraction. [GOC:dph, GOC:tb]
GO:0010466	negative regulation of peptidase activity	biological_process	F		Any process that stops or reduces the rate of peptidase activity, the hydrolysis of peptide bonds within proteins. [GOC:dph, GOC:tb]
GO:0010467	gene expression	biological_process	F		The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes. [GOC:txnOH-2018, PMID:25934543, PMID:31580950]
GO:0010468	regulation of gene expression	biological_process	F		Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA). [GOC:txnOH-2018]
GO:0010506	regulation of autophagy	biological_process	F		Any process that modulates the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm. [GOC:dph, GOC:tb]
GO:0010507	negative regulation of autophagy	biological_process	F		Any process that stops, prevents, or reduces the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm. [GOC:dph, GOC:tb]
GO:0010508	positive regulation of autophagy	biological_process	F		Any process that activates, maintains or increases the rate of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm. [GOC:dph, GOC:tb]
GO:0010529	obsolete negative regulation of transposition	biological_process	F		OBSOLETE. Any process that decreases the frequency, rate or extent of transposition. Transposition results in the movement of discrete segments of DNA between nonhomologous sites. [GOC:dph, GOC:tb]
GO:0010575	positive regulation of vascular endothelial growth factor production	biological_process	T		Any process that increases or activates the frequency, rate, or extent of production of vascular endothelial growth factor. [GOC:BHF, GOC:rl]
GO:0010592	positive regulation of lamellipodium assembly	biological_process	F		Any process that increases the rate, frequency or extent of the formation of a lamellipodium, a thin sheetlike extension of the surface of a migrating cell. [GOC:dph, GOC:tb]
GO:0010595	positive regulation of endothelial cell migration	biological_process	T		Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium. [GOC:BHF, GOC:dph, GOC:tb]
GO:0010596	negative regulation of endothelial cell migration	biological_process	T		Any process that decreases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium. [GOC:BHF, GOC:dph, GOC:tb]
GO:0010608	post-transcriptional regulation of gene expression	biological_process	F		Any process that modulates the frequency, rate or extent of gene expression after the production of an RNA transcript. [GOC:dph, GOC:tb]
GO:0010613	positive regulation of cardiac muscle hypertrophy	biological_process	T		Any process that increases the rate, frequency or extent of the enlargement or overgrowth of all or part of the heart due to an increase in size (not length) of individual cardiac muscle fibers, without cell division. [GOC:BHF, GOC:dph, GOC:tb]
GO:0010628	positive regulation of gene expression	biological_process	F		Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA). [GOC:txnOH-2018]
GO:0010629	negative regulation of gene expression	biological_process	F		Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA). [GOC:txnOH-2018]
GO:0010634	positive regulation of epithelial cell migration	biological_process	T		Any process that activates or increases the frequency, rate or extent of epithelial cell migration. [GOC:BHF, GOC:dph, GOC:tb]
GO:0010667	negative regulation of cardiac muscle cell apoptotic process	biological_process	T		Any process that decreases the rate or extent of cardiac cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a cardiac muscle cell and result in its death. [GOC:BHF, GOC:dph, GOC:mtg_apoptosis, GOC:rl, GOC:tb]
GO:0010718	positive regulation of epithelial to mesenchymal transition	biological_process	T		Any process that increases the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition is where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell. [GOC:BHF, GOC:dph, GOC:tb]
GO:0010719	negative regulation of epithelial to mesenchymal transition	biological_process	T		Any process that decreases the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell. [GOC:BHF, GOC:dph, GOC:tb]
GO:0010800	positive regulation of peptidyl-threonine phosphorylation	biological_process	F		Any process that increases the frequency, rate or extent of peptidyl-threonine phosphorylation. Peptidyl-threonine phosphorylation is the phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine. [GOC:dph, GOC:tb]
GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway	biological_process	T		Any process that decreases the rate or extent of the tumor necrosis factor-mediated signaling pathway. The tumor necrosis factor-mediated signaling pathway is the series of molecular signals generated as a consequence of tumor necrosis factor binding to a cell surface receptor. [GOC:dph, GOC:tb]
GO:0010811	positive regulation of cell-substrate adhesion	biological_process	F		Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules. [GOC:dph, GOC:pf, GOC:tb]
GO:0010821	regulation of mitochondrion organization	biological_process	F		Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a mitochondrion. [GOC:dph, GOC:tb]
GO:0010824	regulation of centrosome duplication	biological_process	F		Any process that modulates the frequency, rate or extent of centrosome duplication. Centrosome duplication is the replication of a centrosome, a structure comprised of a pair of centrioles and peri-centriolar material from which a microtubule spindle apparatus is organized. [GOC:dph, GOC:tb]
GO:0010839	negative regulation of keratinocyte proliferation	biological_process	T		Any process that decreases the rate, frequency or extent of keratinocyte proliferation. Keratinocyte proliferation is the multiplication or reproduction of keratinocytes, resulting in the expansion of a cell population. [GOC:dph, GOC:tb]
GO:0010842	retina layer formation	biological_process	T		The process in which the vertebrate retina is organized into three laminae: the outer nuclear layer (ONL), which contains photoreceptor nuclei; the inner nuclear layer (INL), which contains amacrine, bipolar and horizontal cells; and the retinal ganglion cell (RGC) layer. Between the inner and outer nuclear layers, the outer plexiform layer (OPL) contains connections between the photoreceptors and bipolar and horizontal cells. The inner plexiform layer (IPL) is positioned between the INL and the ganglion cell layer and contains the dendrites of RGCs and processes of bipolar and amacrine cells. Spanning all layers of the retina are the radially oriented Mueller glia. [GOC:ascb_2009, GOC:dph, GOC:tb, PMID:1270266]
GO:0010862	obsolete positive regulation of pathway-restricted SMAD protein phosphorylation	biological_process	F		OBSOLETE. Any process that increases the rate, frequency or extent of pathway-restricted SMAD protein phosphorylation. Pathway-restricted SMAD proteins and common-partner SMAD proteins are involved in the transforming growth factor beta receptor signaling pathways. [GOC:dph, GOC:tb]
GO:0010875	positive regulation of cholesterol efflux	biological_process	F		Any process that increases the frequency, rate or extent of cholesterol efflux. Cholesterol efflux is the directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle. [GOC:BHF, GOC:dph, GOC:tb]
GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	biological_process	T		Any process that modulates the frequency, rate or extent of cardiac muscle contraction via the regulation of the release of sequestered calcium ion by sarcoplasmic reticulum into cytosol. The sarcoplasmic reticulum is the endoplasmic reticulum of striated muscle, specialised for the sequestration of calcium ions that are released upon receipt of a signal relayed by the T tubules from the neuromuscular junction. [GOC:BHF, GOC:dph, GOC:tb]
GO:0010906	regulation of glucose metabolic process	biological_process	F		Any process that modulates the rate, frequency or extent of glucose metabolism. Glucose metabolic processes are the chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. [GOC:BHF, GOC:tb]
GO:0010942	obsolete positive regulation of cell death	biological_process	F		OBSOLETE. Any process that increases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death. [GOC:dph, GOC:tb]
GO:0010951	negative regulation of endopeptidase activity	biological_process	F		Any process that decreases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins. [GOC:dph, GOC:tb]
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	biological_process	F		Any signaling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle. [GOC:dph, GOC:mtg_cell_cycle, GOC:tb]
GO:0010975	regulation of neuron projection development	biological_process	T	T	Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites). [GOC:dph, GOC:tb]
GO:0010976	positive regulation of neuron projection development	biological_process	T	T	Any process that increases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites). [GOC:dph, GOC:tb]
GO:0010977	negative regulation of neuron projection development	biological_process	T	T	Any process that decreases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites). [GOC:dph, GOC:tb]
GO:0014003	oligodendrocyte development	biological_process	T	T	The process aimed at the progression of an oligodendrocyte over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. An oligodendrocyte is a type of glial cell involved in myelinating the axons in the central nervous system. [GOC:dgh, GOC:ef]
GO:0014032	neural crest cell development	biological_process	T		The process aimed at the progression of a neural crest cell over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell. [GOC:dh, GOC:ef]
GO:0014059	regulation of dopamine secretion	biological_process	T		Any process that modulates the frequency, rate or extent of the regulated release of dopamine. [GOC:ef]
GO:0014065	obsolete phosphatidylinositol 3-kinase signaling	biological_process	F		OBSOLETE. A series of reactions within the signal-receiving cell, mediated by the intracellular phosphatidylinositol 3-kinase (PI3K). Many cell surface receptor linked signaling pathways signal through PI3K to regulate numerous cellular functions. [GOC:ef, http://www.biocarta.com, PMID:22525052, Wikipedia:PI3K]
GO:0014068	obsolete positive regulation of phosphatidylinositol 3-kinase signaling	biological_process	F		OBSOLETE. Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the phosphatidylinositol 3-kinase cascade. [GOC:ef]
GO:0014070	response to organic cyclic compound	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus. [GOC:ef]
GO:0014823	response to activity	biological_process	T		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an activity stimulus. [GOC:mtg_muscle]
GO:0014911	positive regulation of smooth muscle cell migration	biological_process	T		Any process that activates, maintains or increases the frequency, rate or extent of smooth muscle cell migration. [CL:0000192, GOC:mtg_muscle]
GO:0015031	protein transport	biological_process	F		The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]
GO:0015698	inorganic anion transport	biological_process	F		The directed movement of inorganic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Inorganic anions are atoms or small molecules with a negative charge which do not contain carbon in covalent linkage. [GOC:krc]
GO:0015701	bicarbonate transport	biological_process	F		The directed movement of bicarbonate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:krc]
GO:0015711	organic anion transport	biological_process	F		The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage. [GOC:ai, GOC:krc]
GO:0015721	bile acid and bile salt transport	biological_process	F		The directed movement of bile acid and bile salts into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:dph, GOC:krc, PMID:12663868, PMID:14699511]
GO:0015804	neutral amino acid transport	biological_process	F		The directed movement of neutral amino acids, amino acids with no net charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]
GO:0015908	fatty acid transport	biological_process	F		The directed movement of fatty acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Fatty acids are aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis. [GOC:ai]
GO:0015914	phospholipid transport	biological_process	F		The directed movement of phospholipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Phospholipids are any lipids containing phosphoric acid as a mono- or diester. [GOC:ai]
GO:0015986	proton motive force-driven ATP synthesis	biological_process	F		The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis. [ISBN:0716731363]
GO:0016042	lipid catabolic process	biological_process	F		The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. [GOC:go_curators]
GO:0016055	Wnt signaling pathway	biological_process	F		The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of a target cell and ending with a change in cell state. [PMID:11532397]
GO:0016064	immunoglobulin mediated immune response	biological_process	T		An immune response mediated by immunoglobulins, whether cell-bound or in solution. [GO_REF:0000022, GOC:add, ISBN:0781735149]
GO:0016079	synaptic vesicle exocytosis	biological_process	T	T	Fusion of intracellular membrane-bounded vesicles with the pre-synaptic membrane of the neuronal cell resulting in release of neurotransmitter into the synaptic cleft. [GOC:jid, GOC:lmg]
